feature	CTRL_SNG-101_CD14 Mono	CTRL_SNG-101_CD4 Naive T	CTRL_SNG-101_CD4 Memory T	CTRL_SNG-101_CD16 Mono	CTRL_SNG-101_B	CTRL_SNG-101_CD8 T	CTRL_SNG-101_T activated	CTRL_SNG-101_NK	CTRL_SNG-101_DC	CTRL_SNG-101_B Activated	CTRL_SNG-101_Mk	CTRL_SNG-101_pDC	CTRL_SNG-101_Eryth	CTRL_SNG-1015_CD14 Mono	CTRL_SNG-1015_CD4 Naive T	CTRL_SNG-1015_CD4 Memory T	CTRL_SNG-1015_CD16 Mono	CTRL_SNG-1015_B	CTRL_SNG-1015_CD8 T	CTRL_SNG-1015_T activated	CTRL_SNG-1015_NK	CTRL_SNG-1015_DC	CTRL_SNG-1015_B Activated	CTRL_SNG-1015_Mk	CTRL_SNG-1015_pDC	CTRL_SNG-1015_Eryth	CTRL_SNG-1016_CD14 Mono	CTRL_SNG-1016_CD4 Naive T	CTRL_SNG-1016_CD4 Memory T	CTRL_SNG-1016_CD16 Mono	CTRL_SNG-1016_B	CTRL_SNG-1016_CD8 T	CTRL_SNG-1016_T activated	CTRL_SNG-1016_NK	CTRL_SNG-1016_DC	CTRL_SNG-1016_B Activated	CTRL_SNG-1016_Mk	CTRL_SNG-1016_pDC	CTRL_SNG-1016_Eryth	CTRL_SNG-1039_CD14 Mono	CTRL_SNG-1039_CD4 Naive T	CTRL_SNG-1039_CD4 Memory T	CTRL_SNG-1039_CD16 Mono	CTRL_SNG-1039_B	CTRL_SNG-1039_CD8 T	CTRL_SNG-1039_T activated	CTRL_SNG-1039_NK	CTRL_SNG-1039_DC	CTRL_SNG-1039_B Activated	CTRL_SNG-1039_Mk	CTRL_SNG-1039_pDC	CTRL_SNG-107_CD14 Mono	CTRL_SNG-107_CD4 Naive T	CTRL_SNG-107_CD4 Memory T	CTRL_SNG-107_CD16 Mono	CTRL_SNG-107_B	CTRL_SNG-107_CD8 T	CTRL_SNG-107_T activated	CTRL_SNG-107_NK	CTRL_SNG-107_DC	CTRL_SNG-107_B Activated	CTRL_SNG-107_Mk	CTRL_SNG-107_pDC	CTRL_SNG-107_Eryth	CTRL_SNG-1244_CD14 Mono	CTRL_SNG-1244_CD4 Naive T	CTRL_SNG-1244_CD4 Memory T	CTRL_SNG-1244_CD16 Mono	CTRL_SNG-1244_B	CTRL_SNG-1244_CD8 T	CTRL_SNG-1244_T activated	CTRL_SNG-1244_NK	CTRL_SNG-1244_DC	CTRL_SNG-1244_B Activated	CTRL_SNG-1244_Mk	CTRL_SNG-1244_pDC	CTRL_SNG-1244_Eryth	CTRL_SNG-1256_CD14 Mono	CTRL_SNG-1256_CD4 Naive T	CTRL_SNG-1256_CD4 Memory T	CTRL_SNG-1256_CD16 Mono	CTRL_SNG-1256_B	CTRL_SNG-1256_CD8 T	CTRL_SNG-1256_T activated	CTRL_SNG-1256_NK	CTRL_SNG-1256_DC	CTRL_SNG-1256_B Activated	CTRL_SNG-1256_Mk	CTRL_SNG-1256_pDC	CTRL_SNG-1256_Eryth	CTRL_SNG-1488_CD14 Mono	CTRL_SNG-1488_CD4 Naive T	CTRL_SNG-1488_CD4 Memory T	CTRL_SNG-1488_CD16 Mono	CTRL_SNG-1488_B	CTRL_SNG-1488_CD8 T	CTRL_SNG-1488_T activated	CTRL_SNG-1488_NK	CTRL_SNG-1488_DC	CTRL_SNG-1488_B Activated	CTRL_SNG-1488_Mk	CTRL_SNG-1488_pDC	CTRL_SNG-1488_Eryth	STIM_SNG-101_CD14 Mono	STIM_SNG-101_CD4 Naive T	STIM_SNG-101_CD4 Memory T	STIM_SNG-101_CD16 Mono	STIM_SNG-101_B	STIM_SNG-101_CD8 T	STIM_SNG-101_T activated	STIM_SNG-101_NK	STIM_SNG-101_DC	STIM_SNG-101_B Activated	STIM_SNG-101_Mk	STIM_SNG-101_pDC	STIM_SNG-101_Eryth	STIM_SNG-1015_CD14 Mono	STIM_SNG-1015_CD4 Naive T	STIM_SNG-1015_CD4 Memory T	STIM_SNG-1015_CD16 Mono	STIM_SNG-1015_B	STIM_SNG-1015_CD8 T	STIM_SNG-1015_T activated	STIM_SNG-1015_NK	STIM_SNG-1015_DC	STIM_SNG-1015_B Activated	STIM_SNG-1015_Mk	STIM_SNG-1015_pDC	STIM_SNG-1015_Eryth	STIM_SNG-1016_CD14 Mono	STIM_SNG-1016_CD4 Naive T	STIM_SNG-1016_CD4 Memory T	STIM_SNG-1016_CD16 Mono	STIM_SNG-1016_B	STIM_SNG-1016_CD8 T	STIM_SNG-1016_T activated	STIM_SNG-1016_NK	STIM_SNG-1016_DC	STIM_SNG-1016_B Activated	STIM_SNG-1016_Mk	STIM_SNG-1016_pDC	STIM_SNG-1016_Eryth	STIM_SNG-1039_CD14 Mono	STIM_SNG-1039_CD4 Naive T	STIM_SNG-1039_CD4 Memory T	STIM_SNG-1039_CD16 Mono	STIM_SNG-1039_B	STIM_SNG-1039_CD8 T	STIM_SNG-1039_T activated	STIM_SNG-1039_NK	STIM_SNG-1039_DC	STIM_SNG-1039_B Activated	STIM_SNG-1039_Mk	STIM_SNG-1039_pDC	STIM_SNG-1039_Eryth	STIM_SNG-107_CD14 Mono	STIM_SNG-107_CD4 Naive T	STIM_SNG-107_CD4 Memory T	STIM_SNG-107_CD16 Mono	STIM_SNG-107_B	STIM_SNG-107_CD8 T	STIM_SNG-107_T activated	STIM_SNG-107_NK	STIM_SNG-107_DC	STIM_SNG-107_B Activated	STIM_SNG-107_Mk	STIM_SNG-107_pDC	STIM_SNG-1244_CD14 Mono	STIM_SNG-1244_CD4 Naive T	STIM_SNG-1244_CD4 Memory T	STIM_SNG-1244_CD16 Mono	STIM_SNG-1244_B	STIM_SNG-1244_CD8 T	STIM_SNG-1244_T activated	STIM_SNG-1244_NK	STIM_SNG-1244_DC	STIM_SNG-1244_B Activated	STIM_SNG-1244_Mk	STIM_SNG-1244_pDC	STIM_SNG-1244_Eryth	STIM_SNG-1256_CD14 Mono	STIM_SNG-1256_CD4 Naive T	STIM_SNG-1256_CD4 Memory T	STIM_SNG-1256_CD16 Mono	STIM_SNG-1256_B	STIM_SNG-1256_CD8 T	STIM_SNG-1256_T activated	STIM_SNG-1256_NK	STIM_SNG-1256_DC	STIM_SNG-1256_B Activated	STIM_SNG-1256_Mk	STIM_SNG-1256_pDC	STIM_SNG-1256_Eryth	STIM_SNG-1488_CD14 Mono	STIM_SNG-1488_CD4 Naive T	STIM_SNG-1488_CD4 Memory T	STIM_SNG-1488_CD16 Mono	STIM_SNG-1488_B	STIM_SNG-1488_CD8 T	STIM_SNG-1488_T activated	STIM_SNG-1488_NK	STIM_SNG-1488_DC	STIM_SNG-1488_B Activated	STIM_SNG-1488_Mk	STIM_SNG-1488_pDC	STIM_SNG-1488_Eryth
KCTD15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LSM14A	35	8	10	7	5	3	14	4	8	3	3	0	0	83	11	43	20	23	21	26	16	5	9	6	5	0	46	6	9	10	5	13	20	1	3	1	0	0	2	12	8	8	1	2	1	4	1	4	0	0	0	16	2	4	1	10	2	3	0	5	2	0	1	0	40	30	39	11	3	16	9	6	18	9	7	0	0	35	72	31	10	18	8	22	12	8	11	4	3	0	27	31	32	10	20	7	15	8	8	10	3	2	1	26	9	20	17	5	6	10	5	8	5	2	3	0	48	17	18	16	23	12	22	10	11	12	1	0	1	21	9	8	13	10	19	17	3	4	1	0	4	0	12	15	9	4	3	11	4	2	2	2	2	3	0	13	3	7	3	2	0	9	2	0	2	0	0	23	37	9	5	6	3	12	9	1	3	5	1	0	30	62	21	6	7	5	17	9	3	2	3	8	1	21	72	32	11	28	6	30	4	8	9	9	3	0
KIAA0355	1	2	2	1	0	0	0	0	0	0	0	0	0	6	2	4	1	0	1	1	0	0	2	0	1	0	2	0	0	2	1	3	0	1	0	1	0	0	0	1	0	3	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	6	3	2	1	0	0	0	0	2	0	1	0	0	1	7	2	1	1	0	0	1	1	0	0	0	1	1	5	3	1	1	0	3	0	0	1	1	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	2	2	1	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	4	2	0	1	1	1	0	0	0	1	0	0	1	3	2	0	1	0	0	2	0	3	1	0	0
GPI	6	0	3	4	2	1	0	0	2	0	0	0	0	9	1	4	5	4	7	1	0	2	5	4	4	0	2	0	2	5	1	3	1	0	1	0	0	0	0	2	0	2	1	1	2	0	0	1	0	0	0	2	1	2	1	0	2	0	0	0	0	0	0	0	4	10	2	2	1	1	0	0	1	1	0	1	0	8	13	1	2	3	1	0	0	3	0	0	0	0	1	5	7	0	3	0	1	1	2	2	0	0	0	4	1	3	0	0	2	0	0	1	0	0	0	0	5	1	5	1	2	5	1	0	1	1	1	0	0	1	4	0	11	0	4	1	0	0	0	0	0	0	1	3	1	0	1	1	1	0	0	1	0	1	0	3	1	2	1	3	0	0	0	0	1	0	0	4	9	3	0	0	1	0	0	0	1	0	0	1	2	7	1	1	2	1	0	0	0	2	0	1	0	1	9	7	0	3	1	0	1	1	0	4	0	1
PDCD2L	1	1	0	0	0	0	0	0	0	3	0	0	0	1	1	9	0	4	3	0	1	0	7	0	0	0	4	4	1	2	1	2	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	4	1	0	1	0	1	0	0	6	0	0	0	0	9	0	0	2	2	1	2	2	3	0	1	0	2	4	1	0	3	1	4	0	0	4	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	4	3	0	2	1	0	2	2	5	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	4	2	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	7	0	0	0	1	3	1	0	2	0	0	0	0	11	1	0	1	1	1	0	0	0	0	1	0	0	6	2	0	1	2	0	0	0	2	0	1	0
UBA2	14	4	4	3	6	3	9	0	6	0	0	2	0	33	11	25	8	9	12	3	8	2	10	1	2	0	9	6	7	2	4	3	5	1	4	5	2	0	0	16	2	3	0	0	0	2	2	2	0	1	1	4	1	3	0	1	1	0	2	2	1	1	0	0	10	14	1	0	1	2	3	5	2	6	1	0	0	16	22	18	3	7	0	5	9	5	13	1	0	1	2	19	14	2	10	1	2	2	1	7	1	3	0	7	6	5	0	5	4	4	0	2	3	1	0	0	7	9	13	5	12	8	7	5	2	7	0	1	1	6	7	3	4	1	8	4	0	0	3	2	0	0	5	7	3	0	1	2	2	0	1	2	0	2	0	3	1	2	1	1	1	1	1	0	7	0	0	3	21	9	1	2	0	6	4	3	4	0	2	0	5	43	12	5	3	8	8	0	3	4	2	3	2	3	46	14	1	8	2	9	2	1	10	2	1	0
ZNF302	4	2	1	4	0	1	0	2	3	0	0	0	0	15	7	10	2	7	3	0	4	1	0	0	0	0	3	5	2	2	0	0	3	4	1	2	0	1	1	0	4	5	0	0	0	0	0	2	0	0	0	4	1	0	0	0	0	0	0	1	1	0	0	0	13	20	2	1	4	5	1	0	0	0	1	0	0	6	17	7	1	7	3	6	1	0	1	2	2	0	0	11	5	0	2	1	5	3	1	2	3	1	0	2	1	8	2	2	3	5	1	1	1	0	1	0	13	5	8	0	9	2	1	7	4	0	0	2	0	3	6	1	6	1	4	1	1	1	0	0	0	0	2	4	3	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	1	0	1	0	0	2	26	5	0	1	2	5	3	2	0	1	1	0	7	25	6	3	3	5	1	4	1	1	8	0	1	7	20	10	1	2	2	7	2	1	1	4	0	0
ZNF181	1	1	2	0	0	1	1	0	0	0	0	1	0	3	2	9	0	7	2	0	2	0	0	1	0	0	0	2	1	2	2	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	2	7	3	0	1	1	0	1	0	0	0	0	0	1	10	2	0	2	0	4	0	0	0	1	0	0	2	3	5	1	3	0	2	2	0	1	2	1	0	0	1	1	1	1	2	0	0	0	0	0	0	0	1	0	1	0	1	1	3	3	0	0	0	0	0	1	1	2	0	1	2	1	0	0	0	0	0	0	0	2	1	0	1	1	0	1	0	0	0	3	0	0	1	1	0	0	1	0	0	0	0	0	0	0	6	1	0	5	0	0	2	0	0	0	0	0	1	5	2	0	1	2	1	0	0	0	1	0	0	1	17	2	0	2	1	3	0	0	0	0	0	1
ZNF599	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	1	0	0	0	0	0	0	0	0	4	1	0	2	0	0	1	0	1	0	1	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	4	2	0	0	0	0	0	0	0	1	0	0
CTC-523E23.11	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	2	1	2	1	2	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	1	0	1	0	0	0	1	0	0	0	0	0	10	2	0	1	1	2	1	0	0	2	0	0	0	4	4	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	3	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ZNF30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ZNF792	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0
GRAMD1A	9	0	1	4	0	2	0	0	1	1	1	0	0	38	4	10	7	1	7	1	6	0	5	2	1	0	9	5	1	4	3	2	2	0	1	1	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	10	2	1	1	0	0	0	0	0	1	0	0	0	17	9	7	0	0	2	0	2	3	2	1	0	0	52	24	4	7	0	5	1	3	8	0	4	0	1	16	11	6	11	1	1	3	2	3	1	0	0	0	10	1	4	6	2	0	0	0	2	1	2	0	0	40	4	10	2	1	1	0	3	0	2	0	0	0	11	4	1	1	0	2	0	0	0	0	0	1	0	7	3	0	1	3	0	0	1	0	0	0	0	1	3	0	1	0	0	0	0	0	0	1	1	0	14	9	4	1	0	0	0	0	1	1	1	0	1	1	19	4	3	4	0	0	0	1	1	0	1	0	11	14	9	3	3	0	3	0	1	0	0	0	0
SCN1B	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
FXYD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
FXYD7	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	13	3	0	0	0	0	0	0	0	0	0	1	0	6	1	0	1	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	1	0	0	0	0
FXYD5	218	7	113	90	21	10	16	4	44	3	11	3	3	589	114	354	202	108	99	33	60	64	29	29	14	2	300	70	76	112	28	59	18	24	21	6	6	3	3	88	42	83	24	12	9	1	9	14	0	6	0	158	23	88	44	14	4	4	10	17	1	9	9	0	393	379	204	65	23	54	23	44	97	20	27	6	4	282	497	181	56	67	54	37	60	30	9	27	2	6	157	248	304	94	50	44	32	20	50	10	39	1	7	217	38	103	108	20	28	9	13	38	1	12	4	1	469	89	220	144	69	94	21	57	45	10	15	2	7	203	38	63	87	31	71	9	14	18	3	3	6	2	106	44	99	42	16	16	10	5	11	2	3	5	7	135	22	69	27	7	3	1	2	17	3	3	0	196	407	165	14	23	30	16	31	49	9	28	8	0	226	363	127	52	37	40	19	19	28	10	13	5	7	191	495	263	88	31	31	33	15	47	11	34	10	11
LSR	1	1	3	0	0	1	0	0	0	2	0	0	0	3	4	11	0	10	2	1	3	1	0	0	0	0	2	2	2	1	0	1	0	0	0	2	0	0	0	0	1	2	0	1	0	1	1	0	1	0	0	0	0	3	0	1	0	1	1	0	0	0	0	0	0	20	7	0	3	4	1	2	1	2	0	1	0	5	25	6	0	1	2	7	0	0	2	1	2	1	0	6	6	2	2	1	0	1	1	1	1	0	0	0	1	3	0	0	2	0	0	0	0	0	0	0	1	1	6	0	2	1	0	1	0	0	1	0	0	1	1	2	1	0	1	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	11	5	0	6	2	2	1	0	0	0	0	0	1	14	2	0	0	0	2	0	0	0	0	0	0	0	6	5	0	0	0	4	0	0	0	3	0	0
USF2	11	0	0	1	2	3	0	0	0	0	0	0	0	21	0	4	3	2	4	3	2	1	1	1	1	0	12	1	2	2	1	1	0	0	0	3	0	0	0	6	0	4	1	1	0	0	1	1	0	0	0	5	0	1	1	0	0	0	2	0	0	0	0	0	12	10	7	0	1	0	0	1	1	1	0	1	0	12	4	3	1	2	1	1	2	0	0	0	0	0	4	1	6	2	1	0	0	5	1	4	0	2	0	19	0	1	2	0	0	0	0	0	0	0	1	0	14	1	3	4	0	3	0	3	4	0	0	0	0	7	1	0	1	1	0	0	1	1	1	0	1	0	4	1	0	0	0	0	0	0	0	0	1	1	0	2	0	0	1	0	1	0	0	1	0	0	0	5	4	0	0	0	0	2	1	0	0	0	0	0	4	6	0	0	1	2	0	0	0	0	0	1	0	2	8	4	2	3	0	2	2	0	0	1	2	0
HAMP	3	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD22	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	1	0	0	0	2	0	0	0	1	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	1	0	1	0	0	5	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	4	1	0	0
FFAR2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	5	0	0	0	0	0	0	0	0	0	88	0	0	53	0	0	0	0	0	0	0	0	0	8	0	0	6	0	0	0	0	0	0	0	0	0	10	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	22	0	0	1	0	0	0	0	0	0	0	0	0	32	0	0	8	0	0	0	0	0	0	1	0	0	28	0	0	11	0	0	0	0	0	0	1	0	0
AD000090.2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0
TMEM147	22	1	15	15	11	4	0	4	6	2	2	2	0	73	13	28	29	23	20	4	12	12	36	1	3	0	47	14	4	14	8	23	2	4	3	7	0	0	1	13	7	9	3	4	3	1	2	2	0	2	0	18	1	19	4	5	2	0	1	3	6	0	1	0	41	37	21	8	7	13	2	6	9	26	3	3	0	67	64	36	9	23	9	3	9	8	20	2	2	2	26	32	30	14	18	8	5	10	10	20	4	3	2	14	7	18	7	12	11	4	1	7	7	0	2	0	20	19	30	8	24	29	3	11	3	29	0	1	0	13	17	5	8	6	13	2	1	0	5	1	1	1	3	18	15	3	8	5	2	1	1	2	0	5	0	8	1	13	3	4	2	1	0	1	8	1	0	12	119	13	0	6	6	9	3	4	14	2	1	2	20	85	20	4	12	4	5	7	6	21	1	6	1	12	87	20	16	15	9	11	4	3	31	4	4	1
HAUS5	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	4	2	1	0	0	1	0	0	0	0	0	0
